log_id,user_id,action,reference_id,timestamp
L01513,U0075,rate_medicine,M028,2024-09-19 18:00:00
L01514,U0058,view_medicine,M025,2024-02-25 11:00:00
L01515,U0143,view_profile,,2024-12-23 16:00:00
L01516,U0071,predict_disease,D014,2024-06-18 23:00:00
L01517,U0157,predict_disease,D008,2024-12-22 01:00:00
L01518,U0010,download_report,,2024-05-28 21:00:00
L01519,U0075,view_medicine,M028,2024-05-02 06:00:00
L01520,U0054,view_profile,,2024-06-30 06:00:00
L01521,U0081,rate_medicine,M019,2024-12-28 03:00:00
L01522,U0187,login,,2024-04-23 04:00:00
L01523,U0025,search_disease,D002,2024-12-30 19:00:00
L01524,U0135,logout,,2024-08-26 23:00:00
L01525,U0013,search_disease,D009,2024-11-06 06:00:00
L01526,U0152,view_profile,,2024-02-16 20:00:00
L01527,U0127,view_profile,,2024-04-20 04:00:00
L01528,U0165,login,,2024-06-14 07:00:00
L01529,U0105,view_medicine,M029,2024-01-18 23:00:00
L01530,U0193,search_disease,D002,2024-11-09 16:00:00
L01531,U0195,logout,,2024-06-16 12:00:00
L01532,U0129,search_disease,D008,2024-07-27 17:00:00
L01533,U0048,view_medicine,M001,2024-04-16 00:00:00
L01534,U0028,view_medicine,M019,2024-06-20 13:00:00
L01535,U0033,search_disease,D009,2024-11-01 16:00:00
L01536,U0177,view_medicine,M008,2024-07-12 10:00:00
L01537,U0164,logout,,2024-12-25 15:00:00
L01538,U0073,rate_medicine,M024,2024-11-01 03:00:00
L01539,U0001,login,,2024-11-13 21:00:00
L01540,U0101,view_profile,,2024-07-07 19:00:00
L01541,U0035,download_report,,2024-01-30 02:00:00
L01542,U0019,rate_medicine,M020,2024-03-04 16:00:00
L01543,U0139,rate_medicine,M004,2024-05-29 07:00:00
L01544,U0102,view_profile,,2024-09-28 15:00:00
L01545,U0007,download_report,,2024-10-27 04:00:00
L01546,U0050,login,,2024-03-28 23:00:00
L01547,U0156,predict_disease,D004,2024-11-04 16:00:00
L01548,U0062,predict_disease,D002,2024-08-19 08:00:00
L01549,U0087,download_report,,2024-08-02 02:00:00
L01550,U0010,search_disease,D005,2024-12-22 23:00:00
L01551,U0134,rate_medicine,M005,2024-10-01 13:00:00
L01552,U0094,view_medicine,M027,2024-11-18 00:00:00
L01553,U0061,download_report,,2024-09-09 12:00:00
L01554,U0112,login,,2024-01-24 16:00:00
L01555,U0192,search_disease,D002,2024-03-06 13:00:00
L01556,U0050,view_medicine,M002,2024-01-29 16:00:00
L01557,U0093,view_profile,,2024-07-18 12:00:00
L01558,U0196,search_disease,D014,2024-01-14 12:00:00
L01559,U0117,predict_disease,D011,2024-02-07 10:00:00
L01560,U0026,view_profile,,2024-03-30 06:00:00
L01561,U0088,rate_medicine,M029,2024-07-01 01:00:00
L01562,U0131,login,,2024-10-08 05:00:00
L01563,U0147,login,,2024-02-25 15:00:00
L01564,U0109,logout,,2024-10-14 20:00:00
L01565,U0054,predict_disease,D010,2024-09-25 08:00:00
L01566,U0011,rate_medicine,M024,2024-02-29 07:00:00
L01567,U0142,rate_medicine,M029,2024-01-03 16:00:00
L01568,U0200,logout,,2024-04-09 10:00:00
L01569,U0123,rate_medicine,M008,2024-12-07 17:00:00
L01570,U0012,predict_disease,D007,2024-04-18 07:00:00
L01571,U0158,download_report,,2024-03-04 01:00:00
L01572,U0095,search_disease,D011,2024-08-19 22:00:00
L01573,U0013,view_medicine,M020,2024-09-16 11:00:00
L01574,U0075,search_disease,D013,2024-05-26 18:00:00
L01575,U0005,predict_disease,D015,2024-12-31 14:00:00
L01576,U0043,rate_medicine,M019,2024-07-25 19:00:00
L01577,U0197,login,,2024-11-15 18:00:00
L01578,U0200,login,,2024-12-02 09:00:00
L01579,U0023,logout,,2024-09-24 09:00:00
L01580,U0094,predict_disease,D009,2024-10-23 12:00:00
L01581,U0038,view_profile,,2024-06-18 18:00:00
L01582,U0006,search_disease,D005,2024-09-13 09:00:00
L01583,U0045,view_profile,,2024-04-07 03:00:00
L01584,U0200,predict_disease,D014,2024-04-24 09:00:00
L01585,U0111,predict_disease,D013,2024-07-25 18:00:00
L01586,U0160,view_medicine,M014,2024-12-24 00:00:00
L01587,U0040,logout,,2024-07-22 20:00:00
L01588,U0196,search_disease,D008,2024-08-01 00:00:00
L01589,U0045,logout,,2024-04-20 09:00:00
L01590,U0134,view_profile,,2024-11-06 07:00:00
L01591,U0172,download_report,,2024-12-05 19:00:00
L01592,U0167,download_report,,2024-05-04 16:00:00
L01593,U0144,predict_disease,D011,2024-01-09 09:00:00
L01594,U0089,view_medicine,M029,2024-07-27 21:00:00
L01595,U0178,search_disease,D003,2024-10-16 19:00:00
L01596,U0088,login,,2024-01-16 17:00:00
L01597,U0152,predict_disease,D007,2024-07-02 17:00:00
L01598,U0170,predict_disease,D007,2024-05-16 02:00:00
L01599,U0147,login,,2024-07-12 11:00:00
L01600,U0162,login,,2024-02-07 06:00:00
L01601,U0124,view_medicine,M018,2024-08-06 03:00:00
L01602,U0049,predict_disease,D013,2024-09-27 10:00:00
L01603,U0193,download_report,,2024-03-02 08:00:00
L01604,U0199,view_profile,,2024-05-16 12:00:00
L01605,U0151,predict_disease,D004,2024-06-08 16:00:00
L01606,U0011,rate_medicine,M021,2024-01-16 05:00:00
L01607,U0193,logout,,2024-04-24 00:00:00
L01608,U0132,view_medicine,M022,2024-08-10 19:00:00
L01609,U0100,login,,2024-02-02 01:00:00
L01610,U0196,search_disease,D014,2024-07-17 16:00:00
L01611,U0020,view_profile,,2024-02-11 21:00:00
L01612,U0157,view_profile,,2024-06-20 00:00:00
L01613,U0097,view_medicine,M003,2024-09-27 01:00:00
L01614,U0076,rate_medicine,M003,2024-11-18 19:00:00
L01615,U0189,search_disease,D014,2024-06-13 01:00:00
L01616,U0105,logout,,2024-03-31 20:00:00
L01617,U0150,view_profile,,2024-08-14 20:00:00
L01618,U0161,login,,2024-03-14 01:00:00
L01619,U0057,download_report,,2024-11-22 08:00:00
L01620,U0127,rate_medicine,M001,2024-08-13 14:00:00
L01621,U0042,rate_medicine,M013,2024-01-30 22:00:00
L01622,U0036,logout,,2024-07-25 13:00:00
L01623,U0036,predict_disease,D010,2024-06-25 00:00:00
L01624,U0126,search_disease,D012,2024-11-16 15:00:00
L01625,U0013,login,,2024-03-23 18:00:00
L01626,U0200,search_disease,D013,2024-05-14 00:00:00
L01627,U0135,login,,2024-12-11 17:00:00
L01628,U0050,rate_medicine,M003,2024-04-11 06:00:00
L01629,U0060,logout,,2024-02-15 04:00:00
L01630,U0092,download_report,,2024-03-28 06:00:00
L01631,U0103,download_report,,2024-02-25 14:00:00
L01632,U0003,search_disease,D008,2024-04-14 05:00:00
L01633,U0155,search_disease,D002,2024-03-24 00:00:00
L01634,U0029,login,,2024-04-22 13:00:00
L01635,U0132,view_profile,,2024-12-08 10:00:00
L01636,U0127,predict_disease,D008,2024-10-06 18:00:00
L01637,U0097,download_report,,2024-03-03 06:00:00
L01638,U0115,view_profile,,2024-02-08 21:00:00
L01639,U0068,rate_medicine,M010,2024-10-30 01:00:00
L01640,U0149,predict_disease,D014,2024-06-14 01:00:00
L01641,U0102,predict_disease,D014,2024-05-30 16:00:00
L01642,U0025,view_medicine,M027,2024-08-08 08:00:00
L01643,U0061,rate_medicine,M002,2024-08-19 06:00:00
L01644,U0027,rate_medicine,M027,2024-07-22 15:00:00
L01645,U0037,search_disease,D015,2024-08-25 23:00:00
L01646,U0171,logout,,2024-09-19 05:00:00
L01647,U0004,predict_disease,D002,2024-03-23 20:00:00
L01648,U0126,search_disease,D015,2024-10-28 17:00:00
L01649,U0161,predict_disease,D002,2024-04-09 08:00:00
L01650,U0044,login,,2024-10-20 17:00:00
L01651,U0189,download_report,,2024-09-08 23:00:00
L01652,U0060,logout,,2024-08-06 07:00:00
L01653,U0030,view_profile,,2024-09-20 05:00:00
L01654,U0105,download_report,,2024-01-15 10:00:00
L01655,U0147,view_profile,,2024-08-18 23:00:00
L01656,U0180,view_medicine,M016,2024-10-28 17:00:00
L01657,U0104,login,,2024-12-14 03:00:00
L01658,U0123,logout,,2024-12-24 01:00:00
L01659,U0128,login,,2024-04-30 12:00:00
L01660,U0004,predict_disease,D014,2024-07-05 00:00:00
L01661,U0139,login,,2024-03-14 02:00:00
L01662,U0058,predict_disease,D003,2024-11-18 11:00:00
L01663,U0173,download_report,,2024-03-22 02:00:00
L01664,U0174,login,,2024-12-03 11:00:00
L01665,U0086,view_medicine,M025,2024-10-03 14:00:00
L01666,U0068,search_disease,D011,2024-07-26 18:00:00
L01667,U0019,predict_disease,D012,2024-09-24 20:00:00
L01668,U0147,predict_disease,D002,2024-03-12 10:00:00
L01669,U0117,login,,2024-10-31 01:00:00
L01670,U0111,rate_medicine,M008,2024-11-15 19:00:00
L01671,U0140,rate_medicine,M026,2024-01-09 05:00:00
L01672,U0010,predict_disease,D015,2024-06-18 01:00:00
L01673,U0170,view_profile,,2024-10-04 13:00:00
L01674,U0075,rate_medicine,M017,2024-11-27 04:00:00
L01675,U0156,rate_medicine,M029,2024-06-21 23:00:00
L01676,U0022,search_disease,D011,2024-05-25 11:00:00
L01677,U0161,logout,,2024-10-06 16:00:00
L01678,U0193,logout,,2024-01-19 22:00:00
L01679,U0024,logout,,2024-07-01 05:00:00
L01680,U0140,view_profile,,2024-07-24 14:00:00
L01681,U0123,login,,2024-04-10 17:00:00
L01682,U0158,predict_disease,D001,2024-08-19 08:00:00
L01683,U0200,login,,2024-02-09 19:00:00
L01684,U0161,search_disease,D012,2024-12-05 14:00:00
L01685,U0157,logout,,2024-09-29 15:00:00
L01686,U0139,login,,2024-03-17 19:00:00
L01687,U0130,login,,2024-09-11 22:00:00
L01688,U0034,predict_disease,D014,2024-06-12 16:00:00
L01689,U0127,view_profile,,2024-01-20 20:00:00
L01690,U0175,download_report,,2024-09-25 00:00:00
L01691,U0165,login,,2024-04-05 21:00:00
L01692,U0095,view_profile,,2024-01-27 22:00:00
L01693,U0008,rate_medicine,M029,2024-12-05 11:00:00
L01694,U0098,login,,2024-11-13 10:00:00
L01695,U0146,logout,,2024-01-20 00:00:00
L01696,U0072,search_disease,D003,2024-10-04 05:00:00
L01697,U0096,download_report,,2024-05-17 08:00:00
L01698,U0135,predict_disease,D015,2024-07-20 14:00:00
L01699,U0051,login,,2024-03-12 11:00:00
L01700,U0164,rate_medicine,M006,2024-05-06 20:00:00
L01701,U0137,predict_disease,D011,2024-10-21 08:00:00
L01702,U0057,login,,2024-04-09 17:00:00
L01703,U0104,search_disease,D006,2024-03-25 08:00:00
L01704,U0175,search_disease,D011,2024-06-16 05:00:00
L01705,U0185,download_report,,2024-09-04 05:00:00
L01706,U0100,download_report,,2024-03-26 18:00:00
L01707,U0151,predict_disease,D007,2024-04-23 22:00:00
L01708,U0088,view_profile,,2024-09-28 19:00:00
L01709,U0027,download_report,,2024-04-24 16:00:00
L01710,U0182,search_disease,D009,2024-07-19 11:00:00
L01711,U0007,download_report,,2024-11-26 15:00:00
L01712,U0144,rate_medicine,M013,2024-06-15 00:00:00
L01713,U0194,download_report,,2024-09-06 21:00:00
L01714,U0067,rate_medicine,M027,2024-04-24 00:00:00
L01715,U0079,view_profile,,2024-11-17 19:00:00
L01716,U0173,search_disease,D015,2024-09-19 18:00:00
L01717,U0029,search_disease,D015,2024-09-03 19:00:00
L01718,U0043,logout,,2024-01-25 06:00:00
L01719,U0149,download_report,,2024-04-30 08:00:00
L01720,U0094,view_medicine,M003,2024-04-17 12:00:00
L01721,U0084,rate_medicine,M003,2024-05-30 14:00:00
L01722,U0084,search_disease,D006,2024-04-13 03:00:00
L01723,U0187,view_profile,,2024-03-29 11:00:00
L01724,U0108,view_profile,,2024-08-31 23:00:00
L01725,U0110,search_disease,D004,2024-08-17 10:00:00
L01726,U0159,view_medicine,M001,2024-05-16 04:00:00
L01727,U0198,search_disease,D005,2024-02-14 01:00:00
L01728,U0046,download_report,,2024-08-21 12:00:00
L01729,U0152,search_disease,D012,2024-09-25 15:00:00
L01730,U0188,view_medicine,M020,2024-03-08 15:00:00
L01731,U0093,view_medicine,M009,2024-03-07 07:00:00
L01732,U0103,download_report,,2024-03-24 04:00:00
L01733,U0143,download_report,,2024-08-07 13:00:00
L01734,U0198,view_medicine,M011,2024-10-25 16:00:00
L01735,U0194,login,,2024-08-18 17:00:00
L01736,U0072,logout,,2024-06-01 05:00:00
L01737,U0181,predict_disease,D008,2024-06-21 16:00:00
L01738,U0190,download_report,,2024-12-08 08:00:00
L01739,U0188,download_report,,2024-10-28 13:00:00
L01740,U0082,download_report,,2024-12-30 19:00:00
L01741,U0129,rate_medicine,M006,2024-03-06 09:00:00
L01742,U0178,search_disease,D002,2024-08-07 10:00:00
L01743,U0002,view_medicine,M005,2024-01-21 01:00:00
L01744,U0079,predict_disease,D013,2024-07-09 20:00:00
L01745,U0151,view_profile,,2024-11-27 07:00:00
L01746,U0034,search_disease,D004,2024-11-25 03:00:00
L01747,U0082,download_report,,2024-02-05 06:00:00
L01748,U0088,view_medicine,M011,2024-09-03 01:00:00
L01749,U0163,view_profile,,2024-11-20 13:00:00
L01750,U0026,predict_disease,D011,2024-05-25 09:00:00
L01751,U0134,rate_medicine,M028,2024-09-25 19:00:00
L01752,U0099,login,,2024-10-27 19:00:00
L01753,U0037,logout,,2024-09-12 22:00:00
L01754,U0109,view_profile,,2024-08-17 20:00:00
L01755,U0185,logout,,2024-05-29 20:00:00
L01756,U0039,login,,2024-01-04 04:00:00
L01757,U0132,download_report,,2024-12-26 05:00:00
L01758,U0074,download_report,,2024-04-17 02:00:00
L01759,U0045,view_profile,,2024-12-28 17:00:00
L01760,U0035,search_disease,D012,2024-04-07 02:00:00
L01761,U0156,predict_disease,D004,2024-03-14 20:00:00
L01762,U0079,view_medicine,M021,2024-11-15 02:00:00
L01763,U0190,view_medicine,M013,2024-01-05 02:00:00
L01764,U0107,view_profile,,2024-05-14 15:00:00
L01765,U0184,predict_disease,D004,2024-10-10 14:00:00
L01766,U0007,download_report,,2024-09-29 05:00:00
L01767,U0104,logout,,2024-09-22 22:00:00
L01768,U0117,search_disease,D011,2024-03-31 05:00:00
L01769,U0123,download_report,,2024-08-25 10:00:00
L01770,U0093,rate_medicine,M024,2024-10-14 20:00:00
L01771,U0035,rate_medicine,M016,2024-07-13 04:00:00
L01772,U0037,view_medicine,M011,2024-11-12 02:00:00
L01773,U0098,logout,,2024-12-02 17:00:00
L01774,U0187,view_profile,,2024-02-22 12:00:00
L01775,U0047,view_medicine,M018,2024-08-13 03:00:00
L01776,U0045,logout,,2024-02-02 14:00:00
L01777,U0051,view_profile,,2024-08-14 22:00:00
L01778,U0145,view_profile,,2024-12-01 18:00:00
L01779,U0008,predict_disease,D014,2024-06-15 05:00:00
L01780,U0148,predict_disease,D003,2024-10-17 19:00:00
L01781,U0190,view_profile,,2024-07-29 05:00:00
L01782,U0110,search_disease,D012,2024-06-16 21:00:00
L01783,U0078,search_disease,D011,2024-04-30 17:00:00
L01784,U0043,predict_disease,D004,2024-06-15 20:00:00
L01785,U0180,download_report,,2024-05-05 18:00:00
L01786,U0082,view_profile,,2024-10-11 09:00:00
L01787,U0032,rate_medicine,M014,2024-09-07 23:00:00
L01788,U0189,logout,,2024-09-09 07:00:00
L01789,U0101,predict_disease,D013,2024-05-28 07:00:00
L01790,U0086,view_medicine,M019,2024-05-13 08:00:00
L01791,U0157,logout,,2024-02-29 05:00:00
L01792,U0155,logout,,2024-10-25 14:00:00
L01793,U0147,view_medicine,M006,2024-03-30 14:00:00
L01794,U0015,search_disease,D003,2024-06-18 07:00:00
L01795,U0195,logout,,2024-09-26 15:00:00
L01796,U0126,search_disease,D004,2024-12-28 10:00:00
L01797,U0143,predict_disease,D010,2024-09-22 07:00:00
L01798,U0008,predict_disease,D003,2024-12-11 03:00:00
L01799,U0094,predict_disease,D013,2024-07-22 23:00:00
L01800,U0049,view_medicine,M018,2024-03-29 01:00:00
L01801,U0195,view_medicine,M009,2024-10-10 15:00:00
L01802,U0133,logout,,2024-09-14 16:00:00
L01803,U0090,logout,,2024-12-16 06:00:00
L01804,U0171,download_report,,2024-09-20 11:00:00
L01805,U0164,predict_disease,D004,2024-09-30 12:00:00
L01806,U0193,view_medicine,M026,2024-01-21 06:00:00
L01807,U0078,view_medicine,M009,2024-04-30 12:00:00
L01808,U0147,search_disease,D014,2024-10-20 10:00:00
L01809,U0018,search_disease,D008,2024-06-26 05:00:00
L01810,U0187,view_profile,,2024-10-19 02:00:00
L01811,U0039,view_medicine,M025,2024-11-25 18:00:00
L01812,U0187,predict_disease,D013,2024-10-27 23:00:00
L01813,U0170,download_report,,2024-01-13 02:00:00
L01814,U0123,rate_medicine,M007,2024-05-21 20:00:00
L01815,U0015,view_profile,,2024-11-09 06:00:00
L01816,U0107,view_medicine,M019,2024-08-28 02:00:00
L01817,U0176,view_profile,,2024-10-30 15:00:00
L01818,U0030,search_disease,D010,2024-03-15 12:00:00
L01819,U0039,view_medicine,M021,2024-03-18 03:00:00
L01820,U0041,view_profile,,2024-03-01 21:00:00
L01821,U0105,logout,,2024-08-26 21:00:00
L01822,U0030,predict_disease,D001,2024-11-06 23:00:00
L01823,U0029,search_disease,D002,2024-07-14 12:00:00
L01824,U0047,search_disease,D003,2024-01-22 03:00:00
L01825,U0035,view_medicine,M015,2024-06-24 21:00:00
L01826,U0064,logout,,2024-04-11 19:00:00
L01827,U0010,view_profile,,2024-05-30 18:00:00
L01828,U0111,view_profile,,2024-07-13 10:00:00
L01829,U0138,view_profile,,2024-01-07 21:00:00
L01830,U0167,predict_disease,D008,2024-12-06 09:00:00
L01831,U0196,search_disease,D003,2024-05-24 05:00:00
L01832,U0073,search_disease,D002,2024-01-12 17:00:00
L01833,U0161,login,,2024-09-25 04:00:00
L01834,U0003,download_report,,2024-10-22 21:00:00
L01835,U0035,download_report,,2024-03-17 19:00:00
L01836,U0033,rate_medicine,M013,2024-01-09 18:00:00
L01837,U0180,view_profile,,2024-07-06 11:00:00
L01838,U0017,login,,2024-12-01 00:00:00
L01839,U0184,view_profile,,2024-12-07 18:00:00
L01840,U0033,download_report,,2024-12-21 18:00:00
L01841,U0005,logout,,2024-02-19 07:00:00
L01842,U0031,logout,,2024-03-13 08:00:00
L01843,U0109,view_profile,,2024-07-02 17:00:00
L01844,U0139,download_report,,2024-07-06 12:00:00
L01845,U0034,rate_medicine,M025,2024-04-18 00:00:00
L01846,U0191,rate_medicine,M003,2024-03-20 00:00:00
L01847,U0014,predict_disease,D008,2024-08-04 03:00:00
L01848,U0158,download_report,,2024-03-23 15:00:00
L01849,U0143,view_profile,,2024-09-10 08:00:00
L01850,U0154,view_medicine,M006,2024-11-13 01:00:00
L01851,U0185,logout,,2024-02-13 13:00:00
L01852,U0152,login,,2024-01-12 13:00:00
L01853,U0034,view_profile,,2024-03-05 09:00:00
L01854,U0082,search_disease,D006,2024-05-13 05:00:00
L01855,U0180,view_medicine,M008,2024-12-29 09:00:00
L01856,U0016,view_medicine,M008,2024-03-04 00:00:00
L01857,U0104,download_report,,2024-09-11 18:00:00
L01858,U0095,logout,,2024-08-04 09:00:00
L01859,U0114,search_disease,D006,2024-10-29 21:00:00
L01860,U0096,download_report,,2024-05-25 13:00:00
L01861,U0065,predict_disease,D004,2024-09-02 03:00:00
L01862,U0065,predict_disease,D014,2024-08-24 13:00:00
L01863,U0012,view_medicine,M004,2024-10-11 01:00:00
L01864,U0132,search_disease,D013,2024-03-03 01:00:00
L01865,U0007,view_profile,,2024-07-30 17:00:00
L01866,U0026,view_profile,,2024-08-18 12:00:00
L01867,U0024,rate_medicine,M025,2024-09-07 05:00:00
L01868,U0133,login,,2024-01-22 17:00:00
L01869,U0025,view_medicine,M017,2024-12-09 11:00:00
L01870,U0028,logout,,2024-03-16 18:00:00
L01871,U0185,view_medicine,M028,2024-02-25 10:00:00
L01872,U0022,view_medicine,M015,2024-04-10 16:00:00
L01873,U0116,view_medicine,M014,2024-02-22 07:00:00
L01874,U0183,view_medicine,M015,2024-04-27 10:00:00
L01875,U0074,search_disease,D001,2024-07-03 16:00:00
L01876,U0077,rate_medicine,M016,2024-04-12 12:00:00
L01877,U0181,predict_disease,D002,2024-04-10 00:00:00
L01878,U0112,view_medicine,M019,2024-04-03 11:00:00
L01879,U0115,download_report,,2024-08-06 22:00:00
L01880,U0153,login,,2024-05-09 15:00:00
L01881,U0031,view_medicine,M007,2024-10-14 00:00:00
L01882,U0051,download_report,,2024-12-09 06:00:00
L01883,U0041,login,,2024-08-13 08:00:00
L01884,U0101,login,,2024-08-11 04:00:00
L01885,U0150,search_disease,D006,2024-02-02 16:00:00
L01886,U0036,view_profile,,2024-12-24 15:00:00
L01887,U0015,view_medicine,M002,2024-05-16 12:00:00
L01888,U0109,login,,2024-02-21 09:00:00
L01889,U0161,download_report,,2024-10-28 00:00:00
L01890,U0030,search_disease,D013,2024-01-26 14:00:00
L01891,U0171,logout,,2024-08-27 03:00:00
L01892,U0006,rate_medicine,M002,2024-12-01 08:00:00
L01893,U0140,view_profile,,2024-10-09 02:00:00
L01894,U0001,rate_medicine,M019,2024-06-10 07:00:00
L01895,U0045,search_disease,D006,2024-01-22 08:00:00
L01896,U0151,view_medicine,M026,2024-06-01 20:00:00
L01897,U0102,logout,,2024-11-06 16:00:00
L01898,U0164,logout,,2024-04-24 20:00:00
L01899,U0119,search_disease,D004,2024-10-29 14:00:00
L01900,U0107,search_disease,D014,2024-07-14 19:00:00
L01901,U0106,rate_medicine,M004,2024-07-14 03:00:00
L01902,U0125,predict_disease,D004,2024-05-26 01:00:00
L01903,U0123,logout,,2024-10-19 08:00:00
L01904,U0060,view_profile,,2024-03-30 10:00:00
L01905,U0047,login,,2024-04-17 23:00:00
L01906,U0146,rate_medicine,M019,2024-02-28 19:00:00
L01907,U0004,logout,,2024-02-04 22:00:00
L01908,U0111,rate_medicine,M006,2024-12-04 04:00:00
L01909,U0120,view_medicine,M007,2024-01-27 16:00:00
L01910,U0139,logout,,2024-03-28 03:00:00
L01911,U0015,search_disease,D007,2024-03-22 21:00:00
L01912,U0170,view_medicine,M021,2024-11-17 08:00:00
L01913,U0140,search_disease,D014,2024-02-12 07:00:00
L01914,U0176,download_report,,2024-12-25 19:00:00
L01915,U0038,logout,,2024-02-27 02:00:00
L01916,U0006,logout,,2024-10-02 16:00:00
L01917,U0170,rate_medicine,M030,2024-09-17 00:00:00
L01918,U0103,search_disease,D009,2024-05-13 09:00:00
L01919,U0195,predict_disease,D003,2024-03-02 14:00:00
L01920,U0134,download_report,,2024-09-19 23:00:00
L01921,U0147,view_profile,,2024-08-13 16:00:00
L01922,U0113,download_report,,2024-01-06 17:00:00
L01923,U0007,predict_disease,D001,2024-05-12 17:00:00
L01924,U0122,view_medicine,M014,2024-06-12 15:00:00
L01925,U0047,search_disease,D014,2024-04-06 12:00:00
L01926,U0153,search_disease,D005,2024-07-25 02:00:00
L01927,U0041,search_disease,D015,2024-09-18 15:00:00
L01928,U0043,rate_medicine,M026,2024-11-03 21:00:00
L01929,U0144,login,,2024-09-15 04:00:00
L01930,U0186,logout,,2024-07-19 18:00:00
L01931,U0171,logout,,2024-11-21 01:00:00
L01932,U0151,rate_medicine,M002,2024-06-30 07:00:00
L01933,U0023,search_disease,D005,2024-10-24 13:00:00
L01934,U0110,search_disease,D006,2024-01-23 15:00:00
L01935,U0046,view_profile,,2024-09-06 09:00:00
L01936,U0086,view_profile,,2024-07-12 11:00:00
L01937,U0118,search_disease,D013,2024-10-24 21:00:00
L01938,U0047,login,,2024-05-29 20:00:00
L01939,U0155,view_medicine,M029,2024-08-03 22:00:00
L01940,U0157,rate_medicine,M027,2024-07-11 12:00:00
L01941,U0185,view_profile,,2024-05-15 19:00:00
L01942,U0007,login,,2024-05-16 14:00:00
L01943,U0017,rate_medicine,M005,2024-08-15 00:00:00
L01944,U0087,predict_disease,D009,2024-02-22 12:00:00
L01945,U0092,predict_disease,D003,2024-10-23 07:00:00
L01946,U0071,login,,2024-10-04 17:00:00
L01947,U0129,predict_disease,D001,2024-10-20 07:00:00
L01948,U0103,rate_medicine,M018,2024-09-29 22:00:00
L01949,U0158,view_profile,,2024-01-22 13:00:00
L01950,U0102,predict_disease,D005,2024-09-02 04:00:00
L01951,U0155,logout,,2024-10-21 02:00:00
L01952,U0006,login,,2024-11-15 02:00:00
L01953,U0019,search_disease,D005,2024-04-19 03:00:00
L01954,U0092,view_profile,,2024-12-04 19:00:00
L01955,U0053,predict_disease,D014,2024-12-31 13:00:00
L01956,U0055,search_disease,D004,2024-08-31 23:00:00
L01957,U0001,login,,2024-06-23 05:00:00
L01958,U0012,view_profile,,2024-05-10 10:00:00
L01959,U0086,search_disease,D007,2024-12-24 00:00:00
L01960,U0072,predict_disease,D006,2024-06-03 15:00:00
L01961,U0032,predict_disease,D005,2024-11-11 03:00:00
L01962,U0082,login,,2024-11-28 01:00:00
L01963,U0179,view_profile,,2024-05-28 08:00:00
L01964,U0146,view_medicine,M026,2024-08-01 12:00:00
L01965,U0194,search_disease,D008,2024-09-04 23:00:00
L01966,U0133,search_disease,D013,2024-03-05 22:00:00
L01967,U0138,rate_medicine,M020,2024-10-20 17:00:00
L01968,U0139,view_medicine,M018,2024-01-02 12:00:00
L01969,U0142,logout,,2024-03-15 03:00:00
L01970,U0114,rate_medicine,M003,2024-05-18 13:00:00
L01971,U0058,search_disease,D013,2024-06-16 19:00:00
L01972,U0101,predict_disease,D015,2024-11-16 12:00:00
L01973,U0109,rate_medicine,M018,2024-11-11 21:00:00
L01974,U0179,view_profile,,2024-10-24 12:00:00
L01975,U0080,logout,,2024-09-16 12:00:00
L01976,U0024,rate_medicine,M023,2024-06-16 10:00:00
L01977,U0169,rate_medicine,M011,2024-01-26 03:00:00
L01978,U0035,search_disease,D010,2024-11-02 21:00:00
L01979,U0176,predict_disease,D001,2024-09-01 11:00:00
L01980,U0179,view_profile,,2024-07-14 22:00:00
L01981,U0030,view_medicine,M012,2024-02-06 15:00:00
L01982,U0175,search_disease,D007,2024-02-01 07:00:00
L01983,U0054,login,,2024-08-03 10:00:00
L01984,U0106,view_profile,,2024-12-29 20:00:00
L01985,U0132,predict_disease,D002,2024-10-23 08:00:00
L01986,U0096,download_report,,2024-11-02 01:00:00
L01987,U0125,login,,2024-01-04 01:00:00
L01988,U0168,view_medicine,M020,2024-11-29 18:00:00
L01989,U0035,rate_medicine,M026,2024-06-01 16:00:00
L01990,U0013,rate_medicine,M006,2024-05-30 12:00:00
L01991,U0175,login,,2024-05-20 23:00:00
L01992,U0111,login,,2024-09-11 13:00:00
L01993,U0112,view_medicine,M011,2024-05-14 05:00:00
L01994,U0080,view_medicine,M027,2024-06-10 13:00:00
L01995,U0126,download_report,,2024-08-14 10:00:00
L01996,U0116,view_medicine,M019,2024-06-06 10:00:00
L01997,U0050,view_profile,,2024-09-16 19:00:00
L01998,U0034,view_medicine,M014,2024-05-04 11:00:00
L01999,U0104,rate_medicine,M026,2024-07-14 04:00:00
L02000,U0108,predict_disease,D013,2024-06-21 22:00:00
L02001,U0028,rate_medicine,M002,2024-07-22 20:00:00
L02002,U0155,download_report,,2024-11-07 11:00:00
L02003,U0014,view_profile,,2024-01-05 22:00:00
L02004,U0042,login,,2024-04-05 03:00:00
L02005,U0076,predict_disease,D003,2024-04-02 14:00:00
L02006,U0123,login,,2024-12-21 21:00:00
L02007,U0080,logout,,2024-07-24 04:00:00
L02008,U0157,download_report,,2024-02-04 12:00:00
L02009,U0021,view_medicine,M004,2024-03-31 08:00:00
L02010,U0096,search_disease,D002,2024-09-14 08:00:00
L02011,U0016,login,,2024-01-04 17:00:00
L02012,U0122,view_medicine,M004,2024-10-28 16:00:00
L02013,U0124,login,,2024-12-30 15:00:00
